longitudinal_ha,transversal_ha,unite,famille_id/id,code_article,longueur,largeur,poids_unit,diametre,diametre_longitudinal,maille_longitudinal,maille_transversal
HA,HA,U,production.production_famille_treillis_soudes,TSC15L,6000,2400,8.88479996e+01,1.00000000e+01,1.00000000e+01,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB10,4000,2000,4.04799995e+01,1.00000000e+01,8.00000000e+00,200,200
,,U,production.production_famille_treillis_soudes,SITM800,1000,800,1.23199999e+00,3.00000000e+00,3.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,SITM1000,1000,1000,1.53999996e+00,3.00000000e+00,3.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,SITM1300,1300,1000,2.00000000e+00,3.00000000e+00,3.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,ENATRAP1,2200,400,1.75999999e+00,4.00000000e+00,4.00000000e+00,100,100
,,Kg,production.production_famille_fil_trefile,"TRR4,9",,,1.00000000e+00,4.90000010e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB11,2000,1900,1.54049997e+01,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB12,1900,1900,1.50100002e+01,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB13,2400,1900,1.28540001e+01,6.00000000e+00,8.00000000e+00,300,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX2000,2000,,1.00000000e+00,8.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,"TRD8,95X3000",3000,,1.00000000e+00,8.94999981e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC15S1,4000,2000,4.93600006e+01,1.00000000e+01,1.00000000e+01,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx4000,4000,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAx4000,4000,,0.00000000e+00,6.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx3300,3300,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,PTS6,3300,1550,1.05100002e+01,5.00000000e+00,5.00000000e+00,150,150
,,Kg,production.production_famille_barres_dressees_coupees,"TRD9,5x13350",13350,,1.00000000e+00,9.50000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX3400,3400,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB14,3400,2400,3.22319984e+01,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB15,4000,2400,4.85760002e+01,8.00000000e+00,1.00000000e+01,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB16,3400,2400,4.12900009e+01,8.00000000e+00,1.00000000e+01,200,200
HA,HA,U,production.production_famille_treillis_soudes,TSC12S1,4000,2400,4.99280014e+01,8.00000000e+00,8.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,PTS7,2500,1900,9.97900009e+00,5.00000000e+00,5.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,PTS8,1900,1230,4.80299997e+00,5.00000000e+00,5.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,TSC1S1,6000,2450,2.24069996e+01,5.00000000e+00,5.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,TSC12S2,4000,2060,4.32760010e+01,8.00000000e+00,8.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,TSC12S3,4000,1200,2.49640007e+01,8.00000000e+00,8.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,TSC12S4,2400,2060,2.62910004e+01,8.00000000e+00,8.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,"CRD8HAx2,06",2060,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1.2,1200,,1.00000000e+00,8.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD5X3300,3300,,1.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD5X5500,5500,,1.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,FMD14X1985,1985,,1.00000000e+00,1.40000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB17,1900,1700,2.33600006e+01,8.00000000e+00,1.20000000e+01,200,175
HA,HA,U,production.production_famille_treillis_soudes,ERB18,2400,1900,3.24490013e+01,1.20000000e+01,8.00000000e+00,175,200
HA,HA,U,production.production_famille_treillis_soudes,ERB19,2400,1900,1.38020000e+01,8.00000000e+00,6.00000000e+00,175,300
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx4500,4500,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx5500,5500,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC12S5,4500,2400,5.69160004e+01,8.00000000e+00,8.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,TSC12S6,5500,2400,6.98359985e+01,8.00000000e+00,8.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX2360,2360,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC16S3,3000,2400,4.80000000e+01,9.00000000e+00,9.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX1400,1400,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,PDM1,6000,1400,1.10880003e+01,5.00000000e+00,5.00000000e+00,200,250
HA,HA,U,production.production_famille_treillis_soudes,TSC12S7,4000,2360,4.95200005e+01,8.00000000e+00,8.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX2500,2500,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC7S3,2500,2000,1.97292004e+01,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,TSC1S2,2500,2000,7.70671892e+00,5.00000000e+00,5.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAX1200,1200,,1.00000000e+00,1.20000000e+01,,,
,,U,production.production_famille_treillis_soudes,TSL4,3000,2400,9.50399971e+00,4.00000000e+00,4.00000000e+00,150,150
,,U,production.production_famille_treillis_soudes,tsl3,3000,2400,7.19999981e+00,4.00000000e+00,4.00000000e+00,200,200
,,Kg,production.production_famille_barres_dressees_coupees,TRD5X1100,1100,,1.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD4X1100,1100,,1.00000000e+00,4.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX2350,2350,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX3150,3150,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC5S1,4000,2400,2.90879993e+01,7.00000000e+00,7.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAx4000,4000,,1.00000000e+00,7.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,TSL7,3000,2400,7.12799978e+00,4.00000000e+00,4.00000000e+00,300,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAx2000,2000,,1.00000000e+00,7.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC1S3,5200,2000,2.13099995e+01,5.00000000e+00,7.00000000e+00,300,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAX2250,2250,,1.00000000e+00,7.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC1S4,5200,2250,2.72759991e+01,5.00000000e+00,7.00000000e+00,300,200
,,Kg,production.production_famille_fil_trefile,"TRR2,7",,,1.00000000e+00,2.70000005e+00,,,
,HA,Kg,production.production_famille_fil_crante,CRR13,,,1.00000000e+00,1.30000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,Sovosud1,3400,2400,3.00000000e+01,5.00000000e+00,8.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAx2650	,2650,,1.00000000e+00,1.20000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAx1800,1800,,1.00000000e+00,1.20000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAX2650,2650,,1.00000000e+00,1.20000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC22S1,2650,1800,2.70095997e+01,1.20000000e+01,1.20000000e+01,150,150
HA,HA,U,production.production_famille_treillis_soudes,ERB20,2300,1400,1.92740002e+01,1.20000000e+01,8.00000000e+00,250,200
HA,HA,U,production.production_famille_treillis_soudes,ERB21,2750,1400,2.26240005e+01,1.20000000e+01,8.00000000e+00,250,200
HA,HA,U,production.production_famille_treillis_soudes,ERB22,2100,1400,8.60400009e+00,8.00000000e+00,6.00000000e+00,300,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAx2750,2750,,1.00000000e+00,1.20000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB23,2000,1900,1.32220001e+01,6.00000000e+00,8.00000000e+00,300,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAx2550,2550,,1.00000000e+00,1.20000000e+01,,,
,,U,production.production_famille_treillis_soudes,TSL2S1,2500,2400,4.31199980e+00,3.00000000e+00,3.00000000e+00,150,150
,,U,production.production_famille_treillis_soudes,TSL8,3000,2400,5.94000006e+00,4.00000000e+00,4.00000000e+00,300,200
HA,HA,U,production.production_famille_treillis_soudes,ERB24,2100,1900,1.75380001e+01,8.00000000e+00,8.00000000e+00,250,150
HA,HA,U,production.production_famille_treillis_soudes,ERB25,1900,1200,9.91399956e+00,8.00000000e+00,8.00000000e+00,150,250
HA,HA,U,production.production_famille_treillis_soudes,ERB26,2550,1400,2.13808002e+01,8.00000000e+00,1.20000000e+01,250,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx2170,2170,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx2470,2470,,1.00000000e+00,5.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,CLR23,2500,1900,1.93419991e+01,5.00000000e+00,5.00000000e+00,50,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAx2500,2500,,1.00000000e+00,6.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC3LS1,6000,2500,4.47570000e+01,6.00000000e+00,5.00000000e+00,100,200
,,U,production.production_famille_treillis_soudes,TSL3L,6000,2400,1.42500000e+01,4.00000000e+00,4.00000000e+00,200,200
,,U,production.production_famille_treillis_soudes,TSL4S1,3000,2400,1.40179996e+01,4.00000000e+00,4.00000000e+00,75,150
HA,HA,U,production.production_famille_treillis_soudes,TSC22S2,2350,1500,4.21800003e+01,1.20000000e+01,1.20000000e+01,150,150
HA,HA,U,production.production_famille_treillis_soudes,TSC19S1,2350,1500,2.93080006e+01,1.00000000e+01,1.00000000e+01,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx1500,1500,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx2350,2350,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAx1500,1500,,1.00000000e+00,1.20000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC7S4,2500,2500,2.37000008e+01,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,PDM2,6000,2000,1.84799995e+01,5.00000000e+00,5.00000000e+00,250,200
HA,HA,U,production.production_famille_treillis_soudes,PDM3,6000,2240,1.75200005e+01,5.00000000e+00,5.00000000e+00,250,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx2240,2240,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx2000,2000,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC1S5,4600,2450,1.93129997e+01,5.00000000e+00,6.00000000e+00,300,200
HA,HA,U,production.production_famille_treillis_soudes,TSC3S3,5400,2450,2.30000000e+01,6.00000000e+00,5.00000000e+00,200,300
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX2050,2050,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAx1550,1550,,1.00000000e+00,6.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAx3300,3300,,1.00000000e+00,6.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,PTS9,3300,1550,9.30099964e+00,6.00000000e+00,6.00000000e+00,350,200
,,U,production.production_famille_treillis_soudes,TSL4S2,6150,2400,1.94832001e+01,4.00000000e+00,4.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX2100,2100,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC2S2,6300,2100,2.10209999e+01,5.00000000e+00,5.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,TSC1S6,6300,2400,2.34696007e+01,5.00000000e+00,5.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,PDM4,6000,2450,3.23100014e+01,6.00000000e+00,6.00000000e+00,200,200
,,Kg,production.production_famille_fil_trefile,"TRR5,2",,,1.00000000e+00,5.19999981e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB27,6000,2400,7.28639984e+01,8.00000000e+00,1.00000000e+01,200,200
,,Kg,production.production_famille_barres_dressees_coupees,"TRD8,95X2030",2030,,1.00000000e+00,8.94999981e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC1S7,2500,2500,9.23999977e+00,5.00000000e+00,5.00000000e+00,200,200
,,U,production.production_famille_treillis_soudes,TSL2S2,6000,1950,8.65799999e+00,3.00000000e+00,3.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAx1600,1600,,1.00000000e+00,6.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAx2150,2150,,1.00000000e+00,6.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC4S4,6000,1600,2.82600002e+01,6.00000000e+00,6.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,SICEP1,5200,2500,2.16369991e+01,5.00000000e+00,6.00000000e+00,300,200
HA,HA,U,production.production_famille_treillis_soudes,SICEP2,5200,2150,1.88160000e+01,5.00000000e+00,6.00000000e+00,300,200
HA,HA,U,production.production_famille_treillis_soudes,Mrassi1,6000,2400,1.11059998e+02,1.00000000e+01,1.00000000e+01,170,150
HA,HA,U,production.production_famille_treillis_soudes,PDM5,6000,1450,1.31669998e+01,5.00000000e+00,5.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX1450,1450,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,PDM6,3000,2000,4.87430000e+01,1.00000000e+01,1.00000000e+01,150,150
,,Kg,production.production_famille_fil_machine,FLM13,,,1.00000000e+00,1.30000000e+01,,,
,,U,production.production_famille_treillis_soudes,TSL4S3,1800,1500,3.56399989e+00,4.00000000e+00,4.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,SICEP3,4600,2450,1.88850002e+01,6.00000000e+00,5.00000000e+00,200,300
HA,HA,U,production.production_famille_treillis_soudes,SICEP5,5200,2000,2.13099995e+01,7.00000000e+00,5.00000000e+00,200,300
HA,HA,U,production.production_famille_treillis_soudes,SICEP6,5200,1775,2.19449997e+01,7.00000000e+00,5.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,SICEP7,4200,2450,1.63320007e+01,5.00000000e+00,5.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAX1775,1775,,1.00000000e+00,7.00000000e+00,,,
,,Kg,production.production_famille_fil_trefile,TRR12,,,1.00000000e+00,1.20000000e+01,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD12X3000,3000,,1.00000000e+00,1.20000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC3S4,2400,1500,7.99200010e+00,6.00000000e+00,6.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX1430,1430,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC2S3,2400,1430,7.21899986e+00,5.00000000e+00,5.00000000e+00,150,150
,,Kg,production.production_famille_barres_dressees_coupees,TRD5X3100,3100,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC10L,6000,2400,6.54120026e+01,8.00000000e+00,8.00000000e+00,175,175
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAX1800,1800,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAX2650,2650,,1.00000000e+00,1.00000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC19S2,2650,1800,3.96114006e+01,1.00000000e+01,1.00000000e+01,150,150
,,U,production.production_famille_treillis_soudes,TSL4S4,3000,2000,7.82100010e+00,4.00000000e+00,4.00000000e+00,150,150
,,Kg,production.production_famille_barres_dressees_coupees,TRD12X1300,1300,,1.00000000e+00,1.20000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,SICEP4,4600,2450,1.93120003e+01,5.00000000e+00,6.00000000e+00,300,200
HA,HA,U,production.production_famille_treillis_soudes,SICEP8,5400,2450,2.30009995e+01,6.00000000e+00,5.00000000e+00,200,300
HA,HA,U,production.production_famille_treillis_soudes,ERB28,3500,2500,2.60249996e+01,8.00000000e+00,6.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB29,4000,2500,3.04060001e+01,6.00000000e+00,8.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAX3500,3500,,1.00000000e+00,6.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,TSL4S5,2400,750,2.37599993e+00,4.00000000e+00,4.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,SICEP9,4800,2450,1.86650009e+01,5.00000000e+00,5.00000000e+00,200,200
,,Kg,production.production_famille_barres_dressees_coupees,FMD13X1990,1990,,1.00000000e+00,1.30000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,Mrassi2,3000,2400,5.47900009e+01,1.00000000e+01,1.00000000e+01,175,150
,,Kg,production.production_famille_barres_dressees_coupees,TRD5X1600,1600,,1.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_fil_trefile,"TRR11,5",,,1.00000000e+00,1.15000000e+01,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD6X1000,1000,,1.00000000e+00,6.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,SICEP10,4400,1950,1.49446001e+01,6.00000000e+00,5.00000000e+00,200,300
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAX1950,1950,,1.00000000e+00,6.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB30,2300,1900,1.01675997e+01,6.00000000e+00,6.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB31,1900,1600,5.23899984e+00,6.00000000e+00,6.00000000e+00,200,400
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAX2300,2300,,1.00000000e+00,6.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,SGTM1,2000,1500,8.90999985e+00,4.00000000e+00,4.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,SGTM2,1500,1500,6.68300009e+00,4.00000000e+00,4.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,SGTM3,2000,1000,5.94000006e+00,4.00000000e+00,4.00000000e+00,50,100
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAX1450,1450,,1.00000000e+00,7.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX1200,1200,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAX1700,1700,,1.00000000e+00,1.20000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD9HAX4160,4160,,1.00000000e+00,9.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD9HAX6200,6200,,1.00000000e+00,9.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAX2700,2700,,1.00000000e+00,1.20000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB32,2700,1400,2.45249996e+01,1.20000000e+01,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB33,2300,1400,2.09330006e+01,1.20000000e+01,8.00000000e+00,200,200
,,U,production.production_famille_barres_dressees_coupees,TRD9x5000,5000,,2.50000000e+00,9.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAX5000,5000,,1.00000000e+00,6.00000000e+00,,,
,,U,production.production_famille_cadre,crochet,120,80,5.00000000e-01,1.10000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx5360,5360,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx6200,6200,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAx1200,1200,,1.00000000e+00,7.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD 5HAX5000,5000,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,PTS10,2500,1900,1.43850002e+01,6.00000000e+00,6.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,PTS11,1900,1230,6.92399979e+00,6.00000000e+00,6.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAX4400,4400,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAX1450,1450,,1.00000000e+00,1.00000000e+01,,,
,,U,production.production_famille_treillis_soudes,STILE1,1750,650,3.41249990e+00,4.00000000e+00,4.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,STILE3,1900,1400,7.98000002e+00,4.00000000e+00,4.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,STILE4,1900,1600,9.11999989e+00,4.00000000e+00,4.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,STILE2,1850,750,4.16249990e+00,4.00000000e+00,4.00000000e+00,50,100
HA,HA,U,production.production_famille_treillis_soudes,ERB34,2700,1400,2.23129997e+01,1.20000000e+01,8.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX1230,1230,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB35,2400,1900,3.01980000e+01,1.20000000e+01,8.00000000e+00,175,200
HA,HA,U,production.production_famille_treillis_soudes,ERB36,2200,1900,1.20643997e+01,8.00000000e+00,6.00000000e+00,400,200
HA,HA,U,production.production_famille_treillis_soudes,ERB37,2550,1900,1.44540997e+01,8.00000000e+00,6.00000000e+00,500,175
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX2550,2550,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,SICEP11,5000,2450,2.12980003e+01,6.00000000e+00,5.00000000e+00,200,300
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX1950,1950,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX192,192,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAX560,560,,1.00000000e+00,7.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX3500,3500,,1.00000000e+00,8.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,TSL5L,6000,2400,2.85119991e+01,4.00000000e+00,4.00000000e+00,100,100
,,U,production.production_famille_treillis_soudes,CLR13S,2800,1900,1.64330006e+01,5.00000000e+00,5.00000000e+00,75,200
,,U,production.production_famille_treillis_soudes,STILE5,1850,1350,7.66900015e+00,4.00000000e+00,4.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,STILE6,1850,850,4.70800018e+00,4.00000000e+00,4.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,TSL2,3000,2400,5.40000010e+00,3.00000000e+00,3.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX2300,2300,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC2S4,3000,2100,1.29779997e+01,5.00000000e+00,5.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,BONNA2,560,190,7.36999989e-01,7.00000000e+00,5.00000000e+00,470,67
HA,HA,U,production.production_famille_treillis_soudes,BONNA1,620,240,1.86300004e+00,8.00000000e+00,5.00000000e+00,400,37
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX620,620,,1.00000000e+00,8.00000000e+00,,,
,HA,U,production.production_famille_cadre,cadre-carre70,70,70,4.74999994e-02,5.00000000e+00,,,
,HA,U,production.production_famille_cadre,cadre-triangle55,55,55,2.99999993e-02,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC2S5,2650,2400,1.13350000e+01,5.00000000e+00,5.00000000e+00,150,200
,,U,production.production_famille_treillis_soudes,CLR13S1,2000,1850,1.19879999e+01,5.00000000e+00,5.00000000e+00,75,200
,,U,production.production_famille_treillis_soudes,TSG2,3500,1275,5.53499985e+00,3.00000000e+00,3.00000000e+00,100,100
,,Kg,production.production_famille_barres_dressees_coupees,TRD10X3000,3000,,1.00000000e+00,1.00000000e+01,,,
,,Kg,production.production_famille_barres_dressees_coupees,FMD11X3000,3000,,1.00000000e+00,1.10000000e+01,,,
,,Kg,production.production_famille_barres_dressees_coupees,FMD14X1925,1925,,1.00000000e+00,1.40000000e+01,,,
,,Kg,production.production_famille_fil_trefile,TRR10,,,1.00000000e+00,1.00000000e+01,,,
,HA,U,production.production_famille_cadre,CA5HAx16x34,,,3.29999998e-02,5.00000000e+00,,340,160
,HA,U,production.production_famille_etrier,ET5HAx34,,,1.20000001e-02,5.00000000e+00,,340,
,,U,production.production_famille_treillis_soudes,PTS12,1900,1800,4.58370018e+00,4.00000000e+00,4.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAX1230,1230,,1.00000000e+00,6.00000000e+00,,,
,HA,U,production.production_famille_cadre,EQ7HAx600x600,600,600,3.62399995e-01,7.00000000e+00,,,
,HA,U,production.production_famille_cadre,VN8HAx150x600,600,150,3.55500013e-01,8.00000000e+00,,,
,HA,U,production.production_famille_cadre,U12HAX700X1300,1300,700,2.39759994e+00,1.20000000e+01,,,
,HA,U,production.production_famille_cadre,CA8HAX45X17,450,170,5.27999997e-01,8.00000000e+00,,,
,HA,U,production.production_famille_etrier,ET45X8HA,450,,4.86000001e-01,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX660,660,,1.00000000e+00,5.00000000e+00,,,
