longitudinal_ha,transversal_ha,unite,famille_id/id,code_article,longueur,largeur,poids_unit,diametre,diametre_longitudinal,maille_longitudinal,maille_transversal
,,U,production.production_famille_treillis_soudes,CLR22,2500,1500,1.55539999e+01,5.00000000e+00,5.00000000e+00,50,200
,,U,production.production_famille_treillis_soudes,PTS13,1900,1700,4.25699997e+00,4.00000000e+00,4.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX1880,1880,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC2S6,3000,1880,1.13344002e+01,5.00000000e+00,5.00000000e+00,150,150
,,Kg,production.production_famille_fil_trefile,"TRR6,4",,,1.00000000e+00,6.40000010e+00,,,
,,U,production.production_famille_treillis_soudes,TSL5S1,4000,2000,1.58400002e+01,4.00000000e+00,4.00000000e+00,100,100
,HA,U,production.production_famille_spirale,SP3,,,5.41000009e-01,5.00000000e+00,,70,140
,,Kg,production.production_famille_barres_dressees_coupees,TRD12X2000,2000,,1.00000000e+00,1.20000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX1410,1410,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAX1410,1410,,1.00000000e+00,1.20000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAX3300,3300,,1.00000000e+00,1.20000000e+01,,,
,,Kg,production.production_famille_fil_trefile,"TRR5,4",,,1.00000000e+00,5.40000010e+00,,,
,,U,production.production_famille_etrier,"ET16x5,5",,,8.20000023e-02,5.50000000e+00,,,16
,,Kg,production.production_famille_fil_trefile,"TRR6,5",,,1.00000000e+00,6.50000000e+00,,,
,,U,production.production_famille_cadre,"CA5,5x160x160",160,160,1.29999995e-01,5.50000000e+00,,,
,,U,production.production_famille_cadre,"CA5,5x150x150",,,1.22000001e-01,5.50000000e+00,,150,150
,,U,production.production_famille_cadre,"CA5,5x150x350",,,1.87999994e-01,5.50000000e+00,,350,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX240,240,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB38,3300,1410,3.06835003e+01,1.20000000e+01,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB39,2300,1410,2.30226002e+01,1.20000000e+01,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,2Barres,2400,200,2.13120008e+00,6.00000000e+00,6.00000000e+00,100,100
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX3800,3800,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAX2600,2600,,1.00000000e+00,1.00000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,SOBIG1,3800,1410,2.76026001e+01,8.00000000e+00,8.00000000e+00,125,200
HA,HA,U,production.production_famille_treillis_soudes,SOBIG2,2600,1410,3.17936993e+01,8.00000000e+00,1.00000000e+01,150,90
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAX2980,2980,,1.00000000e+00,5.00000000e+00,,,
,,U,production.production_famille_cadre,"CA5,5X170X170",170,170,1.33000001e-01,5.50000000e+00,,,
,,U,production.production_famille_cadre,"CA5,5X170X250",250,170,1.63000003e-01,5.50000000e+00,,,
,,U,production.production_famille_etrier,"ET25X5,5",250,,1.14000000e-01,5.50000000e+00,,,
,HA,U,production.production_famille_etrier,Frette5HAx170x120,,,9.20000002e-02,5.00000000e+00,,120,170
,HA,U,production.production_famille_etrier,Frette5HAx188x131,,,1.01999998e-01,5.00000000e+00,,131,188
,HA,U,production.production_famille_etrier,Frette5HAx208x143x60,,,8.50000009e-02,5.00000000e+00,,143,208
,HA,U,production.production_famille_etrier,Frette5HAx228x155x60,,,9.20000002e-02,5.00000000e+00,,155,228
,HA,U,production.production_famille_etrier,Frette5HAx248x167x60,,,9.89999995e-02,5.00000000e+00,,167,248
,HA,U,production.production_famille_etrier,Frette5HAx268x179x60,,,1.05999999e-01,5.00000000e+00,,179,268
,HA,U,production.production_famille_etrier,Frette5HAx288x191x60,,,1.12000003e-01,5.00000000e+00,,191,288
,HA,U,production.production_famille_etrier,Frette5HAx308x203x60,,,1.19000003e-01,5.00000000e+00,,203,308
,HA,U,production.production_famille_etrier,Frette5HAx328x215x60,,,1.26000002e-01,5.00000000e+00,,215,328
,HA,U,production.production_famille_etrier,Frette5HAx348x227x60,,,1.33000001e-01,5.00000000e+00,,227,348
HA,HA,U,production.production_famille_treillis_soudes,YAHIAOUI1,3000,2400,3.64319992e+01,8.00000000e+00,1.00000000e+01,200,200
HA,HA,U,production.production_famille_treillis_soudes,yahiaoui2,3000,2400,4.11720009e+01,8.00000000e+00,1.00000000e+01,150,200
,,U,production.production_famille_treillis_soudes,CLR13S2,2500,2100,2.12366009e+01,5.00000000e+00,5.00000000e+00,50,200
,,Kg,production.production_famille_fil_trefile,"TRR3,55",,,1.00000000e+00,3.54999995e+00,,,
,,U,production.production_famille_cadre,Cadre-Crochet11x160,160,,2.70999998e-01,1.10000000e+01,,,
,,U,production.production_famille_etrier,"ET15X5,5",150,,7.80000016e-02,5.50000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx1200,1200,,1.00000000e+00,5.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,STILE7,1900,750,4.73814011e+00,4.00000000e+00,4.00000000e+00,50,100
HA,HA,U,production.production_famille_treillis_soudes,TSC2S7,3000,300,1.85399997e+00,5.00000000e+00,5.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,TSC2S8,3000,1050,6.46799994e+00,5.00000000e+00,5.00000000e+00,150,150
,,Kg,production.production_famille_barres_dressees_coupees,TRD5X3400,3400,,1.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_fil_galvanise,TRRG3,,,1.00000000e+00,3.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,CLR2S1,2180,2000,1.83290005e+01,5.00000000e+00,5.00000000e+00,200,50
,,Kg,production.production_famille_barres_dressees_coupees,FMD,2590,,1.00000000e+00,1.30000000e+01,,,
,,U,production.production_famille_treillis_soudes,CLRS4,2200,1980,1.87019997e+01,5.00000000e+00,,50,150
HA,HA,U,production.production_famille_treillis_soudes,ERB40,2700,1410,2.47509995e+01,1.20000000e+01,8.00000000e+00,200,200
,,Kg,production.production_famille_barres_dressees_coupees,TRD12x1410,1410,,0.00000000e+00,1.20000000e+01,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD12x2330,2330,,0.00000000e+00,1.20000000e+01,,,
,,U,production.production_famille_treillis_soudes,EMGTPH1,1450,1450,2.00999999e+00,4.00000000e+00,4.00000000e+00,200,200
,,U,production.production_famille_treillis_soudes,EMGTPH2,1000,1000,9.90000010e-01,4.00000000e+00,4.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,TSC5,3000,2400,2.90160007e+01,7.00000000e+00,7.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,ERB41,2300,1410,2.24669991e+01,1.20000000e+01,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB42,3800,1410,3.59099998e+01,1.20000000e+01,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB43,2050,1410,1.09340000e+01,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB44,2100,1410,1.27629995e+01,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,TSC2S9,3000,2400,1.29359999e+01,5.00000000e+00,5.00000000e+00,150,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAx3000,3000,,0.00000000e+00,7.00000000e+00,,,
,HA,U,production.production_famille_etrier,EQ8HAX600X600,600,600,4.74000007e-01,8.00000000e+00,,,
,HA,U,production.production_famille_cadre,CA6HAx450x200,450,200,3.01999986e-01,6.00000000e+00,,,
,,Kg,production.production_famille_fil_trefile,"TRR8,5",,,0.00000000e+00,8.50000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,PDM7,6000,2240,1.75200005e+01,5.00000000e+00,5.00000000e+00,250,160
HA,HA,U,production.production_famille_treillis_soudes,PDM8,6000,2420,2.18810005e+01,5.00000000e+00,5.00000000e+00,250,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx2420,2420,,0.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,"TRD6,9x3500",3500,,0.00000000e+00,6.90000010e+00,,,
,,U,production.production_famille_cadre,crochetFM13M38,140,38,1.47400007e-01,1.30000000e+01,,,
,HA,U,production.production_famille_cadre,CA10HAX1150X700,1150,700,1.82599998e+00,1.00000000e+01,,,
,HA,U,production.production_famille_cadre,CA10HAX1150X900,1150,900,1.95000005e+00,1.00000000e+01,,,
,HA,U,production.production_famille_cadre,CA10HAX100X700,700,100,5.29999971e-01,1.00000000e+01,,,
,HA,U,production.production_famille_cadre,CA10HAX630X980,980,630,1.35699999e+00,1.00000000e+01,,,
,HA,U,production.production_famille_cadre,CA10HAX200X950,950,200,8.08000028e-01,1.00000000e+01,,,
,HA,U,production.production_famille_cadre,VN8HAX120X410,410,120,2.56999999e-01,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx1940,1940,,0.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,SICEP12,5200,1775,2.19459991e+01,7.00000000e+00,5.00000000e+00,200,150
,,Kg,production.production_famille_barres_dressees_coupees,"TRD6,9x600",600,,0.00000000e+00,6.90000010e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC2S10,4000,2400,1.98360004e+01,5.00000000e+00,5.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,TSC2S11,4000,1800,1.48769999e+01,5.00000000e+00,5.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx1800,1800,,0.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_fil_trefile,"TRR8,7",,,0.00000000e+00,8.69999981e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,"TRD8,7x3000",3000,,0.00000000e+00,8.69999981e+00,,,
,,U,production.production_famille_etrier,"ET14X5,5",140,,7.45000020e-02,5.50000000e+00,,,
,HA,U,production.production_famille_cadre,CA10HAX900X950,950,900,1.70200002e+00,1.00000000e+01,,,
,HA,U,production.production_famille_cadre,CA10HAX700X950,950,700,1.57900000e+00,1.00000000e+01,,,
,,U,production.production_famille_treillis_soudes,TSL4S6,3000,1200,4.75199986e+00,4.00000000e+00,4.00000000e+00,150,150
,,U,production.production_famille_treillis_soudes,TSG3,3000,1275,4.74399996e+00,3.00000000e+00,3.00000000e+00,100,100
,,U,production.production_famille_treillis_soudes,TSG4,2800,1275,4.42799997e+00,3.00000000e+00,3.00000000e+00,100,100
,,U,production.production_famille_treillis_soudes,TSG5,6000,1275,9.48799992e+00,3.00000000e+00,3.00000000e+00,100,100
,,Kg,production.production_famille_treillis_soudes,TRGD3X3000,3000,,0.00000000e+00,3.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRDG3x3000,3000,,0.00000000e+00,3.00000000e+00,,,
,,Kg,production.production_famille_fil_trefile,"TRR7,95",,,0.00000000e+00,7.94999981e+00,,,
,,Kg,production.production_famille_fil_trefile,TRRG5,,,1.00000000e+00,5.00000000e+00,,,
,HA,U,production.production_famille_cadre,VN8HAX150X500,500,150,3.16000015e-01,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC2S12,3000,2050,1.27819996e+01,5.00000000e+00,5.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,PTS14,2300,1420,3.41409988e+01,1.20000000e+01,1.00000000e+01,118,200
HA,HA,U,production.production_famille_treillis_soudes,PTS15,1420,1340,4.27199984e+00,6.00000000e+00,6.00000000e+00,250,175
HA,HA,U,production.production_famille_treillis_soudes,PDM9,6000,2450,2.33309994e+01,5.00000000e+00,5.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx1420,1420,,0.00000000e+00,1.00000000e+01,,,
,,Kg,production.production_famille_fil_trefile,"TRR3,8",,,0.00000000e+00,3.79999995e+00,,,
,,U,production.production_famille_treillis_soudes,STILE8,1900,900,5.61800003e+00,4.00000000e+00,4.00000000e+00,50,100
,,U,production.production_famille_treillis_soudes,STILE9,1900,800,5.03200006e+00,4.00000000e+00,4.00000000e+00,50,100
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD6HAx3400,3400,,1.00000000e+00,6.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB45,4000,2400,2.96159992e+01,8.00000000e+00,6.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,ERB46,3400,2400,2.51739998e+01,8.00000000e+00,6.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1250,1250,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1380,1380,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1300,1300,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP1,1800,1250,1.03490000e+01,8.00000000e+00,8.00000000e+00,200,150
HA,HA,U,production.production_famille_treillis_soudes,BBMP2,1900,1380,8.52499962e+00,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,BBMP3,1300,1300,7.18900013e+00,8.00000000e+00,8.00000000e+00,200,175
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAX3100,3100,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAx2320,2320,,1.00000000e+00,1.20000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1420,1420,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx3320,3320,,1.00000000e+00,1.00000000e+01,,,
,HA,U,production.production_famille_spirale,SP4,70,95,2.30000004e-01,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD9HAx620,620,,1.00000000e+00,9.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAx590,590,,1.00000000e+00,7.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAx550,550,,1.00000000e+00,7.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx206,206,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BONNA3,620,242,2.31500006e+00,9.00000000e+00,5.00000000e+00,400,37
HA,HA,U,production.production_famille_treillis_soudes,BONNA4,590,206,8.39999974e-01,7.00000000e+00,5.00000000e+00,470,71
HA,HA,U,production.production_famille_treillis_soudes,BONNA5,550,206,7.28999972e-01,7.00000000e+00,5.00000000e+00,400,62
HA,HA,U,production.production_famille_treillis_soudes,BBMP4,2000,1420,8.33500004e+00,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,SNTM2A,2300,1250,1.48439999e+01,1.00000000e+01,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,SNTM1A,2300,1250,1.32729998e+01,8.00000000e+00,8.00000000e+00,150,200
HA,HA,U,production.production_famille_treillis_soudes,SNTM1B,2500,1400,1.12180004e+01,8.00000000e+00,8.00000000e+00,150,190
HA,HA,U,production.production_famille_treillis_soudes,SNTM2B,2500,1400,1.30830002e+01,1.00000000e+01,8.00000000e+00,200,190
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx1250,1250,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx2300,2300,,1.00000000e+00,8.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRDG3x1275,1275,,1.00000000e+00,3.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx1400,1400,,1.00000000e+00,1.00000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP5,2320,1300,2.21320000e+01,1.20000000e+01,8.00000000e+00,200,180
,,Kg,production.production_famille_barres_dressees_coupees,TRDG3x2900,2900,,1.00000000e+00,3.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC2S13,3000,1800,1.10880003e+01,5.00000000e+00,5.00000000e+00,150,150
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx600,600,,1.00000000e+00,8.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,TSG6,2900,1275,4.58599997e+00,3.00000000e+00,3.00000000e+00,100,100
,,Kg,production.production_famille_fil_trefile,"TRR3,4",,,1.00000000e+00,3.40000010e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP6,3320,1400,2.82269993e+01,1.00000000e+01,8.00000000e+00,190,150
,,Kg,production.production_famille_fil_trefile,TRR7,,,1.00000000e+00,7.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD4x2950,2950,,1.00000000e+00,4.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD4x2450,2450,,1.00000000e+00,4.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD4x2150,2150,,1.00000000e+00,4.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRDG3x1260,1260,,1.00000000e+00,3.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx242,242,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP7,2160,1900,1.60370007e+01,8.00000000e+00,8.00000000e+00,220,200
HA,HA,U,production.production_famille_treillis_soudes,ERB47,1900,1000,7.70200014e+00,8.00000000e+00,8.00000000e+00,200,200
,HA,U,production.production_famille_cadre,VN8HAX100X400,400,100,2.37000003e-01,8.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD5X2950,2950,,1.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD5X2450,2450,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx2160,2160,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx2430,2430,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx2900,2900,,1.00000000e+00,5.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD5x2400,2400,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,ERB47x2,1900,2000,1.54049997e+01,8.00000000e+00,8.00000000e+00,200,200
,,U,production.production_famille_etrier,"ET350x5,5",350,,1.52999997e-01,5.50000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx1640,1640,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,INOV1,5950,1640,1.44670000e+01,5.00000000e+00,5.00000000e+00,300,205
,,Kg,production.production_famille_barres_dressees_coupees,TRDG3x1250,1250,,1.00000000e+00,3.00000000e+00,,,
,,U,production.production_famille_cadre,"CA5,5x120x120",120,120,1.00000001e-01,5.50000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRDG3x2870,2870,,1.00000000e+00,3.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,TSG7,3000,1250,4.70300007e+00,3.00000000e+00,3.00000000e+00,100,100
,HA,U,production.production_famille_cadre,CA8HAx650x650,650,650,1.04499996e+00,8.00000000e+00,,,
,HA,U,production.production_famille_cadre,CA8HAx500x500,500,500,8.08000028e-01,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx2850,2850,,1.00000000e+00,5.00000000e+00,,,
,,U,production.production_famille_treillis_soudes,TSG8,2870,1250,4.51999998e+00,3.00000000e+00,3.00000000e+00,100,100
,,Kg,production.production_famille_fil_trefile,"TRRG2,7",,,1.00000000e+00,2.70000005e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1000,1000,,1.00000000e+00,8.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD4x2400,2400,,1.00000000e+00,4.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,PTS16,1420,1300,4.20100021e+00,6.00000000e+00,6.00000000e+00,250,175
,,Kg,production.production_famille_barres_dressees_coupees,TRD5x2200,2200,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC19S3,3000,1200,2.96159992e+01,1.00000000e+01,1.00000000e+01,150,150
,,Kg,production.production_famille_fil_trefile,"TRR5,25",,,1.00000000e+00,5.25000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1460,1460,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP9,3320,1460,2.79820004e+01,1.00000000e+01,8.00000000e+00,203,150
,,Kg,production.production_famille_barres_dressees_coupees,TRD12x355,355,,1.00000000e+00,1.20000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC23,3000,2400,5.68800011e+01,8.00000000e+00,8.00000000e+00,100,100
HA,HA,U,production.production_famille_treillis_soudes,TSC23L,6000,2400,1.13760002e+02,8.00000000e+00,8.00000000e+00,100,100
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx820,820,,1.00000000e+00,5.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD5HAx5950,5950,,1.00000000e+00,5.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,INOV2,5950,820,7.23400021e+00,5.00000000e+00,5.00000000e+00,300,205
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx4700,4700,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx5500,5500,,1.00000000e+00,1.00000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,AMA1,5500,2400,8.84240036e+01,1.00000000e+01,8.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,AMA2,4700,2400,7.57870026e+01,1.00000000e+01,8.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,AMA3,4400,2400,7.09290009e+01,1.00000000e+01,8.00000000e+00,150,150
HA,HA,U,production.production_famille_treillis_soudes,BBMP8,2320,1460,2.28269997e+01,1.20000000e+01,8.00000000e+00,200,180
HA,HA,U,production.production_famille_treillis_soudes,ERB48,2700,1410,2.69790001e+01,1.20000000e+01,8.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1960,1960,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP10,2160,1960,1.31780005e+01,8.00000000e+00,8.00000000e+00,260,200
,HA,U,production.production_famille_cadre,CA12HAx850x400,850,400,2.32200003e+00,1.20000000e+01,,,
,HA,U,production.production_famille_cadre,ET12HAx850,850,,1.74000001e+00,1.20000000e+01,,,
,HA,U,production.production_famille_cadre,CA12HAx550x500,550,500,1.96700001e+00,1.20000000e+01,,,
,HA,U,production.production_famille_cadre,CA12HAx850x450x1150,1150,450,2.71900010e+00,1.20000000e+01,,850,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx2520,2520,,1.00000000e+00,1.00000000e+01,,,
,HA,U,production.production_famille_cadre,CA10HAx850x450x1150,1150,450,1.87300003e+00,1.00000000e+01,,850,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx3120,3120,,1.00000000e+00,1.00000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1370,1370,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP11,2520,1370,2.04880009e+01,1.00000000e+01,8.00000000e+00,165,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1440,1440,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP12,2500,1440,1.03260002e+01,8.00000000e+00,8.00000000e+00,200,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1340,1340,,1.00000000e+00,8.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1450,1450,,1.00000000e+00,8.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRDG4x2000,2000,,1.00000000e+00,4.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP13,1800,1340,9.21199989e+00,8.00000000e+00,8.00000000e+00,200,200
,,Kg,production.production_famille_barres_dressees_coupees,TRD12x4000,4000,,1.00000000e+00,1.20000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD10HAx2560,2560,,1.00000000e+00,1.00000000e+01,,,
HA,HA,U,production.production_famille_treillis_soudes,BBMP14,2560,1460,1.99829998e+01,1.00000000e+01,8.00000000e+00,200,175
HA,HA,U,production.production_famille_treillis_soudes,BBMP15,1900,1460,1.00410004e+01,8.00000000e+00,8.00000000e+00,200,200
HA,HA,U,production.production_famille_treillis_soudes,BBMP16,2220,1460,2.52399998e+01,1.20000000e+01,8.00000000e+00,175,170
HA,HA,U,production.production_famille_treillis_soudes,SICEP13,4000,2450,1.64220009e+01,6.00000000e+00,5.00000000e+00,200,300
HA,HA,U,production.production_famille_treillis_soudes,BBMP17,3120,1450,2.17000008e+01,1.00000000e+01,8.00000000e+00,205,200
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD12HAx2220,2220,,1.00000000e+00,1.20000000e+01,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD7HAx1850,1850,,1.00000000e+00,7.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,SICEP14,4000,2150,1.44740000e+01,6.00000000e+00,5.00000000e+00,200,300
HA,HA,U,production.production_famille_treillis_soudes,SICEP15,4700,1850,1.77520008e+01,7.00000000e+00,5.00000000e+00,200,300
HA,HA,U,production.production_famille_treillis_soudes,SICEP16,4800,2000,1.96700001e+01,7.00000000e+00,5.00000000e+00,200,300
HA,HA,U,production.production_famille_treillis_soudes,SICEP17,4800,1775,2.02570000e+01,7.00000000e+00,5.00000000e+00,200,150
HA,HA,U,production.production_famille_treillis_soudes,SICEP18,3800,2440,2.24090004e+01,8.00000000e+00,5.00000000e+00,200,400
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx2440,2440,,1.00000000e+00,8.00000000e+00,,,
,,U,production.production_famille_cadre,"CA5,5x220x220",220,220,1.73999995e-01,5.50000000e+00,,,
,,U,production.production_famille_cadre,"CA5,5x270x270",270,,2.11999997e-01,5.50000000e+00,,,
,,U,production.production_famille_treillis_soudes,CLRG14,2500,2600,2.01429996e+01,5.00000000e+00,5.00000000e+00,75,200
,,Kg,production.production_famille_barres_dressees_coupees,TRD6x3200,3200,,1.00000000e+00,6.00000000e+00,,,
,,Kg,production.production_famille_barres_dressees_coupees,TRD6x1500,1500,,1.00000000e+00,6.00000000e+00,,,
,HA,Kg,production.production_famille_barres_dressees_coupees,CRD8HAx1650,1650,,1.00000000e+00,8.00000000e+00,,,
HA,HA,U,production.production_famille_treillis_soudes,TSC7S5,2400,1650,1.54049997e+01,8.00000000e+00,8.00000000e+00,200,200
